,result,moves
3860,1,"['4R', '8L', '1L', '7R', '0L', '10L', '2R', '10R', '1R', '6R', '0L', '6R', '2R', '10L', '3L', '6R', '4L', '7R', '1R', '8L']"
3861,1,"['2R', '9R', '2L', '10L', '3R', '8R', '4L', '9R', '1R', '10R', '1L', '10L', '0R', '9R', '3R', '6R', '1R', '7L', '2R', '8R', '3L', '9L', '4L', '8R', '1R', '6R', '4L', '9R', '2L', '7R', '3R', '10R', '4L', '8R']"
3862,-1,"['3R', '8R', '1R', '8L', '4L', '7R', '1L', '10R', '3R', '6R', '3R', '9L', '0L', '9R', '2R', '7L', '4L', '7L', '1R', '9R', '3L']"
3863,1,"['3R', '7R', '3R', '6R', '1R', '9R', '4R', '7R', '1L', '10L', '3R', '6R', '1R', '10L', '2R', '7R', '1L', '8R', '1R', '9L', '2R', '8L', '4R', '8L', '0R', '10R', '4R', '9R', '2L', '10L', '3R', '9L', '1R', '8L', '2L', '7L', '1L', '6R', '0L', '7R', '0R', '8L', '1L', '6R', '0L', '7L', '0L', '6R', '2R', '8R', '0R']"
3864,-1,"['2L', '6L', '4L', '10R', '2R', '9L', '4L', '7R', '0R', '10R', '2L', '6L', '3R', '8L', '2R']"
3865,1,"['2L', '7L', '1R', '10L', '3R', '9L', '2L', '10R', '4L', '9R', '2R', '9R', '1L', '10R', '4L', '8R', '3L', '7L', '2L', '6R', '1L', '7L', '0L', '6R', '2R', '8L', '0L', '9R', '3R', '10L', '2L', '10R', '4R', '6L', '4R', '8L', '1L', '10L', '3R', '6R', '0R', '7L', '1R', '6L', '2L', '8R', '1L', '6R', '0L', '7R', '2L', '8R', '4L', '9L', '3R', '8L']"
3866,1,"['4R', '8L', '4L', '9L', '4L', '9L', '3R', '7L', '0R', '9R', '3L', '10R', '3L', '8L', '2L', '6L', '4L', '8L', '2L', '6R', '2L', '9L', '1R', '9R', '4R', '10L', '2R', '9R', '3L', '10R', '2R', '6L', '4R', '8L', '1L', '7L', '0R', '6R', '2L', '7R', '0R', '8L', '1L', '10R', '1R', '7R', '2R', '8R']"
3867,-1,"['4L', '9L', '4R', '6L', '1L', '8R', '3L', '7R', '4R', '7R', '3L', '8R', '4L', '10R', '1L', '7R', '0L', '10L', '2R', '6R', '4R', '8R', '3L', '9R', '2R', '10R', '3L', '10L', '2R']"
3868,-1,"['0L', '7L', '4L', '10L', '1L', '6R', '0R', '9L', '1L', '9R', '3L', '8L', '4L', '6R', '2L', '10R', '2R', '10L', '0L', '7L', '2R', '8R', '3L', '8R']"
3869,-1,"['3L', '10R', '4L', '8L', '4R', '9L', '1R', '7L', '3R', '7L', '0L', '8R', '2R', '9R', '2L', '8R', '3L', '9R', '2R']"
3870,-1,"['4R', '8L', '1L', '7R', '0L', '9R', '4R', '9R', '4L', '7L', '2R', '8R', '3L', '6R', '2R', '9R', '1R', '6L', '2L', '9L', '0R', '8R', '4L', '10R', '0R', '6R', '1R', '10R', '2L']"
3871,-1,"['4R', '6L', '2L', '7R', '4L', '10R', '1R', '7L', '2R', '6R', '4L', '7L', '4R']"
3872,1,"['0L', '7L', '1L', '7L', '0R', '8L', '0L', '6R', '1L', '7R', '0R', '9L', '1R', '7R', '2R', '8R', '0R', '10R', '2L', '6L', '3R', '8L', '3L', '7R', '2L', '8L']"
3873,-1,"['3L', '6L', '0L', '7R', '2R', '7L', '3R', '8R', '4R', '6L', '4L', '7L', '1R', '6R', '4L', '7L', '4R', '7R', '2L', '10R', '1R', '10L', '2L']"
3874,1,"['2R', '7R', '1L', '8L', '0L', '10L', '2R', '9L', '4R', '6L', '2L', '8L', '0R', '7R', '3L', '8R', '2R', '7R', '1L', '8L', '0R', '7R', '4L']"
3875,-1,"['1R', '10R', '4L', '6R', '0R', '10R', '3L', '8R', '4R', '6R', '3L', '8L', '0L', '9R', '3R', '10L', '4L', '9R', '2R', '6R', '3L']"
3876,1,"['4R', '6L', '2L', '10R', '1R', '8R', '3R', '9R', '1R', '7L', '0L', '10R', '4L', '8R', '1L', '9R', '1L', '10R', '1R', '7R', '2R', '8R']"
3877,-1,"['1L', '6R', '0R', '8L', '1R', '6L', '2R', '9L', '2R', '6L', '4L']"
3878,-1,"['2L', '9L', '3R', '7R', '4L', '6L', '4L', '10L', '0L', '9L', '2R', '10R', '2R', '8L', '0R', '9R', '2R', '10R', '3L', '7L', '4L', '6R', '0R', '9L', '3L', '10L', '2L', '6L', '1R', '10R', '4L', '6L', '2R', '8L']"
3879,1,"['4R', '9R', '0L', '9L', '4R', '9R', '0R', '10L', '1L', '9R', '0L', '9L', '4L', '8L', '3R', '6R', '2L', '7R', '2R', '8R', '0R', '10R', '0R', '9R', '1L', '10R', '0L', '10R', '2L', '6R', '4L', '7R']"
3880,-1,"['4R', '8R', '3R', '9R', '2L', '7R', '3L', '8R', '2L', '6R', '4R', '9L', '3L', '6L', '2L', '8L']"
3881,1,"['0L', '9L', '4L', '10R', '3L', '7L', '0R', '6L', '2L', '10L', '0L', '7R', '2R', '9L', '3L', '10R', '0L', '8L', '3R', '7L', '1L', '6R', '0R', '7R', '1L', '8L', '0L', '7R', '3L', '8R']"
3882,-1,"['3L', '10L', '1R', '9L', '0R', '9R', '2R', '9R', '3R', '10R', '2L', '6L', '2L', '9R', '4R', '10L', '3L', '9R', '2R', '10L', '0L', '7R', '3L', '8R', '2R', '10L', '0R', '9L']"
3883,1,"['4L', '7L', '3R', '9L', '2L', '10L', '1R', '6L', '0R', '7R', '4L', '10L', '3L', '9L', '1R', '8R', '0L', '8R', '1L', '9R', '0R', '10R', '3R', '6R', '2L', '7L', '4L', '6L', '4L', '9R', '3L', '10L', '1R', '8R', '3R', '6L', '4L', '10R', '3R', '9R', '2L', '10L', '1R', '9L', '2R']"
3884,-1,"['3R', '8L', '0R', '6L', '1R', '6R', '1L', '8R', '0L', '6R', '3L', '10R', '2R', '6L', '1L', '10L', '3L', '7R']"
3885,1,"['1L', '8L', '2R', '7R', '4R', '10R', '4R', '8L', '4L', '10L', '0R', '7R', '2L', '6R', '1L', '7R', '0R', '9L', '0R', '7L', '4L', '8R']"
3886,-1,"['4L', '6R', '3R', '10L', '0L', '6R', '1R', '9L', '2L', '6R', '0L', '7L', '2R', '6R', '3R', '10L', '4R', '10R', '4R', '7R', '0R', '8L', '1L', '9L', '0R', '8L', '1L', '7L', '0L', '6R', '2L', '7L', '1L', '8L', '0R', '7L', '1L', '6L', '0R', '9L', '1R', '8R', '2L', '9L', '1L', '6R', '1R', '9L', '2R', '8R']"
3887,-1,"['2R', '9R', '1R', '6L', '3R', '7R', '3L', '10R', '3R', '9L', '4R', '6L', '4R', '9R', '1R']"
3888,-1,"['4R', '7R', '1R', '8R', '4L', '7L', '0R', '7L', '1L', '6R', '0R', '6L', '2R']"
3889,1,"['3R', '10L', '4R', '7R', '3R', '10R', '0R', '9L', '4R', '7R', '2R', '6L', '3R', '9R', '2R', '10L', '3L', '9R', '4R', '7R', '2R']"
3890,-1,"['3R', '7L', '3R', '10R', '0R', '9L', '1L', '10R', '4L', '7L', '4R', '7R', '3R', '7R', '4R', '7L', '0L', '6R', '4R', '8L', '1R', '10R', '2R', '9R', '4R', '10L', '3L', '9L', '2L', '8R', '1L', '9R', '4L', '9R', '1R', '10R', '3L', '6L', '1R', '10R', '4R', '8L']"
3891,-1,"['3R', '7L', '1R', '8L', '2L', '10R', '0R', '6R', '0R', '10R', '2L', '8R', '2L']"
3892,1,"['0R', '10R', '2L', '8L', '3R', '10L', '0R', '8L', '1R', '6L']"
3893,1,"['4R', '7R', '1L', '10L', '1R', '9L', '4R', '7R', '1R', '6R', '0R', '6R', '0R', '8L', '2L', '7L', '4R', '9L', '3L', '8R']"
3894,-1,"['0L', '8L', '1L', '7R', '3R', '10L', '3L', '6R', '3L', '8R', '2R']"
3895,1,"['0R', '7R', '2R', '7L', '2L', '7L', '3L', '10L', '2L', '10R', '2L', '10R', '2R', '8L', '3L', '9R', '1R', '8R', '0R', '9L', '1L', '8R']"
3896,-1,"['4L', '9L', '2R', '9R', '3L', '6R', '1L', '7R', '3L', '8L', '4R', '8L', '0R', '7R', '3R', '6L']"
3897,-1,"['2L', '7L', '3R', '7L', '2L', '9L', '3L', '6L', '4L', '7L', '2L', '9R', '1R', '6R', '2R', '8R', '3L', '10L', '2R']"
3898,-1,"['1R', '9R', '2L', '8L', '0L', '6R', '3L', '7L', '1L', '8L', '2R', '10L', '4L', '9L', '0R', '8R']"
3899,-1,"['1L', '9R', '3L', '9R', '2L', '8L', '3R', '10R', '1L', '6R', '2L', '9L', '1L', '8R', '3L', '10L', '2R', '7R', '1L', '10R', '4L']"
3900,1,"['0R', '10L', '2R', '8L', '4L', '7R', '1L', '8R', '3L', '6R', '3L', '6R', '2R', '7L', '3L', '10R', '1L', '6L', '4R', '7R', '2L', '6L', '1R', '10R', '0L', '8L', '4R', '7L', '0L', '6L', '1R', '10L', '2R', '9R', '3L', '10L', '2R', '9R', '3L', '10L', '2L', '6L', '1R', '7R', '2R']"
3901,-1,"['3R', '6L', '3L', '6L', '0R', '8L', '2L', '7L', '3L', '9R', '0R', '6L', '2R', '7L', '3R', '7R', '0L', '8L', '4L', '7R', '3L', '8R', '2L', '9R', '1R', '10R', '2L', '6L', '1L', '9R', '1R', '7L', '2L', '6L', '0R']"
3902,1,"['2L', '9L', '4R', '10L', '1R', '8R', '4L', '9R', '2L', '7R', '1R', '9R', '3L', '10L', '1R', '6R', '4L', '7L', '0L', '6R', '1L', '7R', '3L', '8L', '2L']"
3903,0,"['1R', '8L', '3L', '9L', '2L', '7L', '3R', '7R', '0L', '8R', '4L', '7L', '3L', '6L', '0R', '9L', '4R', '8R', '3L', '6R', '1L', '7R', '1R', '8R', '0R', '9R', '2R', '10L', '4L']"
3904,-1,"['4L', '6R', '3L', '8R', '0L', '6R', '4R', '10L', '1L', '8L', '0R', '7R', '1L', '9L', '2L', '10L', '1R', '7L', '4L', '6L', '3R', '8R', '4L', '9R', '3L', '10R', '2L', '9R', '1R', '7R', '2R']"
3905,-1,"['3L', '6R', '3L', '10R', '2R', '8R', '3R', '7R', '0L', '8L', '2R', '6R', '4L', '7R', '3L', '9R', '1L', '9R', '2L', '8L', '3L', '6R', '0L', '7R', '4R', '8L', '2L', '7R', '1L', '8R', '0R', '6R', '1R', '7L', '2L', '6R', '1R', '7L', '2L', '6R', '1R', '7R', '2R']"
3906,-1,"['2R', '9L', '0R', '10L', '3L', '10L', '0R', '10R', '4L', '9L', '1L', '7L', '3R', '9L', '4L', '8R', '2R']"
3907,-1,"['1R', '6R', '3L', '6L', '4L', '6R', '2R', '9L', '3L', '7R', '2L', '8L', '1L', '6R', '0L', '10R', '4R', '7L', '4L', '6L', '0L', '6L', '1R']"
3908,1,"['3L', '7L', '2R', '8R', '4R', '10L', '4L', '7L', '0L', '8R']"
3909,-1,"['3L', '7R', '0R', '9L', '1R', '10R', '4R', '7R', '0L', '9L', '4L', '7L', '1L', '8R', '1L', '9L', '4R', '8R', '1R', '9L', '2R', '8R']"
3910,-1,"['2R', '9L', '3L', '10L', '4R', '9R', '1L', '7L', '0L', '10L', '2L', '6R', '1R', '6L', '2R']"
3911,1,"['4R', '8R', '2L', '6R', '1R', '10R', '4L', '6L', '0R', '7R', '1L', '8R', '0L', '9R', '2L', '7R', '1L', '8R', '0L', '10L', '1L', '9R', '0L', '6R', '4L', '7R', '4R', '8R', '0R']"
3912,1,"['1L', '8L', '4L', '6L', '0L', '7L', '3R', '8R', '0R', '10L', '2L', '9R', '1L', '9L', '0L', '8R', '1R', '9R', '4L', '10R', '3L', '9L', '2R', '6R', '3L', '8L', '2R', '7R']"
3913,1,"['4R', '8R', '3R', '6R', '2R', '6L', '3L', '8R', '2L', '10L']"
3914,1,"['2L', '7R', '0R', '7L', '0L', '6L', '2R', '10L', '1R', '6L', '3L', '6L', '2L', '9R', '0R', '10R', '2L', '7R', '1L', '8L', '0L', '6R', '3R', '7R', '0L', '8L', '4R', '8R', '2R']"
3915,1,"['0L', '9R', '0L', '8L', '2L', '6R']"
3916,-1,"['1L', '9R', '0R', '9R', '2L', '8R', '4L', '7R', '1L', '6L', '0R', '8L', '1L', '10R', '1R', '9L', '2L', '6L', '1L', '8R', '0L', '7R', '4R', '10L', '2R', '8R', '1R', '9R', '0R', '10L', '1L', '9R', '0L', '9R', '2L', '10R', '0R', '6L', '4R', '10L']"
3917,-1,"['3L', '8R', '2L', '8R', '1R', '10L', '1L', '9R', '1L', '6R', '4L', '10R', '3L', '8R', '0R', '10R', '4R', '8L', '3R', '8R', '0L', '8L', '0L', '8R']"
3918,-1,"['0R', '9L', '4L', '8R', '4R', '10R', '0L', '10R', '0R', '8R', '1L', '6R', '2R', '10L', '3R', '9L', '4R', '8R', '0R', '9L', '1R', '8L']"
3919,1,"['0R', '9L', '0L', '8R', '2L', '10L', '3R', '10R', '2R', '10R', '4L', '8R', '1R', '10R', '3R', '9L', '1L', '8L', '0L', '7R', '4L', '8R']"
3920,1,"['3L', '7L', '4L', '7L', '2R', '7L', '3L', '10R', '4R', '8R', '2R', '8L']"
3921,0,"['4R', '6L', '4L', '9L', '3L', '8L', '3L', '7L', '3L', '6L', '3L', '10R', '1L', '10R', '3R', '8R', '2R', '10L', '0L', '6L', '3R', '9R', '4L', '10L', '3L', '9R', '2R', '8R', '3R', '9R', '4L', '10L', '3L', '8R']"
3922,-1,"['4L', '6L', '3R', '7L', '2R', '10L', '3L', '9R', '2L', '6L', '3R', '10R', '4L', '6R', '3L', '7L', '2L', '6L', '1R', '6L', '0R', '8L', '3L', '10R', '3R', '7L', '1R', '6L', '2L', '6R', '2L', '10R', '4L', '7R', '3L', '8L', '2L']"
3923,1,"['1R', '10R', '1R', '9L', '2L', '7L', '4L', '8L', '0L', '6L', '4L', '8R', '3R', '9L', '4R', '8R', '0R', '9L', '1R', '8L']"
3924,1,"['2R', '7R', '0L', '6L', '0L', '8R', '3R', '9L', '4R', '9L', '2L', '6R', '4L', '9R', '3R', '7R', '4L', '8L', '1R', '6L', '3R', '7L', '4R', '7R', '2R', '8R', '4L', '9R', '3L', '10L', '1R', '9L', '2R', '8L']"
3925,1,"['1L', '9R', '2R', '9R', '3R', '6L', '0L', '8L', '1R', '6L', '0L', '8R']"
3926,1,"['2L', '7R', '4R', '10L', '0L', '9L', '0L', '6L', '0L', '9L', '2R', '8R', '4L', '9R', '0L', '9L', '2R', '8L']"
3927,1,"['3L', '6L', '4L', '7R', '1R', '7L', '4R', '10R', '4R', '9R', '2L', '9R', '1R', '7R', '0R', '6R', '1R', '7R', '2R', '9L']"
3928,-1,"['3L', '8L', '1L', '8R', '4R', '6L', '4L', '9L', '0L', '6R', '2R', '10R', '1L', '10L']"
3929,-1,"['1L', '6L', '4L', '7R', '0R', '9R', '2L', '8L', '3L', '6R', '4L', '10L', '2L', '8L', '1R', '6R', '2R', '8R']"
3930,1,"['2R', '10L', '0R', '10L', '0R', '9L', '2L', '7R', '4L', '6L', '1R', '8L', '1L', '10R', '4L', '6L', '4R', '10R', '0L', '9R', '3L', '8R', '0R', '7L', '2L']"
3931,-1,"['4L', '6L', '4L', '10L', '2R', '10L', '4R', '9L', '1L', '10L', '0L', '6L', '3R', '7L', '4L', '6R', '1L', '7R', '0L', '8L', '4L', '6R', '3L', '7L', '1L', '6L', '0L', '9R', '2L', '10R', '3R', '8R', '1L', '6L', '2L', '10R', '1L', '8L', '0R', '7R', '4L', '8L', '2R', '7L', '0R', '6R', '1R', '7R', '2L']"
3932,1,"['1L', '6R', '4L', '8R', '0L', '8L', '0L', '9L', '4L', '6R']"
3933,-1,"['1R', '10L', '1R', '10L', '4L', '6L', '0L', '9R', '4L', '8L', '1L', '6L', '3L', '10R', '2R', '6R', '1R', '7L', '2L', '6L', '0L', '6R', '3R', '7L', '3L', '6R', '0L', '7R', '2R', '8R']"
3934,-1,"['0R', '8L', '4L', '10R', '2R', '7L', '0L', '9L', '3R', '10R', '4L', '9L', '0R', '6R', '2R', '9R', '4L', '10R', '3L', '7L', '2L', '8L', '1R']"
3935,1,"['1L', '8R', '1L', '7R', '3L', '7R', '1L', '8R', '0L', '10R', '1R', '6R', '1R', '7R', '2L', '10R', '1L', '8R', '0L', '9L', '2L', '7R', '3R', '8R', '1L', '9L', '0R', '7R', '1L', '8R', '0R', '9L', '4L', '8L', '0R', '7R', '3R', '8R', '4L', '9L', '3L', '8L']"
3936,-1,"['0L', '7R', '3R', '9R', '2L', '6R', '1R', '6L', '4L', '6L', '0R', '8R', '1L', '7L', '0L']"
3937,1,"['1L', '10R', '4R', '7L', '3L', '6R', '3L', '9L', '1L', '7L', '4R', '7L', '2R', '6R', '4L', '8L', '0L', '10L', '2L', '10L']"
3938,-1,"['1L', '8R', '3L', '10L', '2L', '10L', '0L', '6R', '1R', '9R', '0L', '9L', '3R', '9L', '1R', '7L', '2R']"
3939,1,"['2R', '6L', '3R', '10R', '4R', '6L', '3R', '6R', '2L', '7L', '4L', '9R', '2R', '8R', '4L', '10L', '3R', '9L', '4R', '8L', '2R', '7L', '1R', '6R', '2L', '8L']"
3940,-1,"['2L', '6L', '2R', '10R', '0R', '7R', '4R', '6L', '2R', '8L', '0L', '6R', '4R', '8L', '2L', '7R', '0L', '8R', '3L', '9L', '2R', '8R', '3L', '9R', '2L', '10L', '1R', '9R', '2R']"
3941,-1,"['0L', '9L', '3R', '10R', '4L', '8L', '1R', '9R', '0L', '10L', '2R', '6R', '4L', '10R', '0R']"
3942,1,"['2R', '9R', '0L', '9R', '2L', '6L', '2R', '10R', '2R', '9L']"
3943,1,"['2R', '10R', '3L', '7R', '1L', '8R', '2L', '8R', '3R', '9R', '2L', '7L', '4R', '6L', '1R', '10L', '2L', '9R', '3R', '10R', '4L', '8L', '1R', '9R', '2L', '7R', '1R', '8L']"
3944,-1,"['3L', '8R', '1R', '10R', '2R', '6R', '1L', '9L', '0R', '7R', '0R', '9R', '3L', '10R', '2R', '8L', '2L', '6R', '1R', '10L', '2R', '7L', '3R', '9R', '4L', '10L', '3R', '9L', '4L', '8R', '3L', '9R', '2R']"
3945,-1,"['0R', '10R', '4L', '9R', '0L', '6R', '4R', '10L', '0R', '8R', '2L', '10L', '4R', '7R', '0R', '8L', '2L', '7R', '1R', '8R', '2L', '9L', '4L', '8R', '3L', '9R', '1L', '6R']"
3946,-1,"['2R', '9R', '3R', '6R', '3R', '8R', '0L', '7R', '0R', '8R', '4L', '8R', '1L', '6L', '3L', '9R', '0L', '9R', '2L', '10R', '2R', '9R', '3L', '10R', '2L']"
3947,-1,"['0R', '10R', '3L', '6L', '1R', '8R']"
3948,-1,"['4R', '7L', '2L', '6R', '4L', '10R', '3R', '7L', '1R', '7L', '3L', '10L', '0R', '6R', '1L', '9R', '4L']"
3949,1,"['3R', '6L', '3L', '9R', '0L', '9R', '4L', '7R', '2L', '10R', '2L', '8L', '0L', '8R', '4L', '9L', '1R', '8R', '4L', '9R', '1R', '10R', '2L', '7L', '1R', '8R', '2R', '6R', '3L', '10L', '2R', '9L', '3R', '8R', '1L', '6L', '3L', '9L', '2R', '8R', '4L', '9L', '3R', '8R', '4R', '9L', '4L', '8R']"
3950,1,"['4L', '6R', '2L', '6R']"
3951,-1,"['3R', '7L', '4R', '7L', '0R', '6L', '1L', '8L', '2R', '7L', '0R', '6R', '2L', '7R', '3R', '6L', '0R', '8R', '3R', '10R', '3L', '6L', '0R', '10R', '4R', '9L']"
3952,-1,"['4R', '9L', '0L', '9R', '1R', '6R', '1L', '8R', '1L', '10R', '2R', '6R', '3L', '10L', '1L', '10L', '0L', '7R', '2R', '8R', '3R', '10R', '0R', '9L', '1R', '6R', '3L', '8L', '2R', '6L', '3L', '7R', '1L', '8L']"
3953,1,"['1R', '8R', '1R', '7R', '4R', '6R', '1R', '10L', '2L', '6R', '1R', '8L', '2R', '9L', '2R', '8R']"
3954,1,"['3L', '8L', '1L', '7R', '3R', '6R', '1L', '9R', '1R', '10R', '1R', '8R', '4R', '9R', '2R', '10R', '0R', '7L', '4R', '8R', '1L', '10L', '0L', '7R']"
3955,1,"['1L', '8R', '4R', '10R', '1L', '9L', '4L', '7R', '4R', '10L', '2L', '8L', '1L', '9R', '1L', '7R', '2R', '8R']"
3956,-1,"['3R', '6L', '4L', '9L', '2L', '6L', '4R', '7L', '2R', '6R', '1R', '9R', '2R', '6L', '0R', '9R', '1L', '10R', '1R', '7R', '2L', '8L', '1R', '7L', '2L', '6L', '1L', '10L', '3R', '7R', '4R', '9R', '0L', '10L', '4R', '9L', '1R', '8L', '2R', '6R', '0R', '7R', '4L', '9R', '2L', '10L']"
3957,-1,"['3R', '7L', '4L', '10R', '4L', '8R', '2L', '10L', '1L', '7L', '2L', '6L', '3R', '8L', '4R', '7R', '1L', '8L']"
3958,-1,"['4L', '6L', '0R', '7R', '0R', '10L', '1R', '7R', '4L', '6L', '3R', '6L', '3R', '9L', '4R', '7R', '2L', '8R', '0L', '8R', '0L', '10R', '0L', '6L', '3L', '8L']"
3959,1,"['1L', '9R', '0R', '8R', '0L', '9R', '0R', '7L', '4R', '10L', '3L', '9L', '1L', '9R', '2L', '10L', '3L', '9R', '1L', '6R', '2L', '9R', '1R', '7L', '1L', '6L', '0L', '6R', '2R', '7L', '3L', '6R', '1R', '7R', '2R', '8L']"
3960,-1,"['1R', '9L', '0L', '6L', '1R', '10L', '3L', '6L', '4L', '10R', '4L', '8R', '1R', '10R', '4R', '7R', '0R']"
3961,1,"['4L', '6L', '4R', '9L', '0R', '6R', '3L', '10R', '1R', '10L', '0R', '10R', '3R', '9L', '0R']"
3962,-1,"['1R', '8R', '4L', '10L', '4R', '10R', '3L', '6R', '4R', '8L', '2R', '6R', '4R', '9R', '3R', '6R', '0R', '9L', '3R', '8L', '3R', '7L', '4R', '7R', '4L', '8R']"
3963,1,"['4L', '9R', '2R', '8L', '2R', '6R', '3L', '9R', '2R', '6L', '2L', '9L', '0R', '8L', '1L', '6L', '0R', '7L', '2R', '6L', '0R', '9L', '1L', '8R', '0R', '9R', '1R', '6R', '2R', '8L', '3R', '7R', '4R', '8L', '1R', '7R', '4L', '8L', '2L', '7L', '0R', '6R', '1L', '7R', '0R', '8R']"
3964,-1,"['0L', '7L', '2L', '10R', '0R', '10R', '4R', '6R', '4R', '10R', '2L', '9L', '1R', '8R', '0R', '9R', '3R', '10R', '2L', '10R', '2L', '8R', '1R', '6L', '3R', '6R', '4R', '7L', '3R', '9L', '0R', '6L', '2L', '8R', '4L', '9R', '3R', '6R', '4R', '10R', '2L', '8R', '4R', '7R', '2R', '8L']"
3965,1,"['0R', '8R', '4R', '7R', '0L', '9L', '1L', '8L', '4L', '7R', '4L', '9R', '1R', '6R', '2R', '7L', '0L', '8L', '4R', '8R', '3L', '7R', '2R']"
3966,1,"['3R', '8R', '0R', '6R', '0R', '9L', '0L', '8L', '4R', '7R', '2L', '6R', '3L', '7R', '2L', '8L']"
3967,-1,"['3R', '8L', '3L', '6R', '2R', '8L', '1L', '8L', '2L', '6R', '4L', '10L', '0R', '7L', '2L', '6L', '0L', '6R', '1R', '9R', '4L', '7R', '2R', '9R', '3L', '8L', '0R', '10R', '0L', '7R', '3R', '8R']"
3968,1,"['3L', '10L', '0L', '8R', '2L', '6L', '4R', '9L', '3L', '7L', '2R', '8L', '2R', '8L', '4L', '10R', '3L', '9L', '1L', '8L', '2L', '10L', '1L', '6L', '2L', '8L']"
3969,-1,"['4R', '7R', '2R', '8R', '3L', '6R', '4L', '9L', '0L', '6R', '3L', '8R', '1L', '7R', '0R', '9L', '2L', '8R', '1R', '7L', '2R', '7R', '3L', '8L', '1R', '7L', '0R', '10R', '4L', '7R', '3R', '6R', '4L', '9R', '3R', '10L', '4L', '9R', '3R', '10L', '4L', '9R', '3R', '10R', '4R', '10R', '1R', '6R', '2L', '9R', '2L', '7R', '1L', '9R', '2R', '10L', '0L', '8R', '0R']"
3970,-1,"['2R', '10L', '4L', '9R', '0R', '8R', '4L', '7L', '3R', '6L', '2L', '6L', '2L', '8R', '4R', '9L', '1R', '10R', '0R', '8R', '2L', '8L', '0L', '9R', '1L', '10L', '0L', '10L', '0L', '6L', '3R', '9R', '4L', '8R', '0R', '9L', '1R', '8L', '2R', '7R', '3R', '8L', '4L', '7L', '3L', '6R', '2R', '7R', '3R', '8L', '4L', '7R', '3L', '8R']"
3971,1,"['4L', '8L', '4L', '7L', '1L', '8L', '0R', '9L', '3L', '10R', '0L', '9L', '2L', '9R', '3R', '6L', '3R', '10R', '2R', '6R', '3L', '9L', '2R', '8R']"
3972,1,"['4L', '7R', '1R', '7R', '4L', '7R', '3R', '7R', '1R', '10L', '2L', '10L', '2L', '7L', '0R', '6R', '3R', '7R', '4R', '8L']"
3973,1,"['4L', '7R', '4R', '6R', '0R', '9R', '2L', '9L', '2L', '10L', '1R', '7R', '2R', '10L', '0R', '9R', '0L', '9L', '2R', '8L', '3R', '7R', '4R', '8L', '1R', '7L', '1L', '6R', '3L', '7L', '1L', '6L', '1R', '10L', '2L', '9L', '1R', '6R', '2R']"
3974,1,"['1L', '9L', '0L', '7L', '3L', '10R', '0L', '10R', '0L', '8L', '3R', '9L', '3R', '7R', '1L', '8R', '4R', '7R', '2L', '10L', '1L', '9R', '0L', '9L', '0R', '8R', '2R', '9L', '3R', '6L', '3R', '7L', '4L', '6R', '3L', '7R', '2R']"
3975,-1,"['3R', '7L', '4R', '7R', '1R', '7L', '4R', '9R', '0R', '10R', '2L', '8R', '3R', '7L', '0R', '9R', '1R', '10L', '2L', '6R', '1R', '7R', '4L', '8R', '1R', '9L', '4R', '8L']"
3976,-1,"['4R', '8L', '1R', '10R', '3L', '8L', '0R', '7R', '4R', '6L', '2L', '6R', '1L', '8L', '0R']"
3977,-1,"['1R', '6L', '3L', '10L', '0L', '8R', '4R', '6R', '3R', '10L', '2R', '9L', '3R', '8L', '4L', '7R', '3R', '8R', '2L', '9L', '4R', '8R', '1R', '9R', '2L', '10R', '3L', '10L', '0R']"
3978,1,"['1L', '9R', '1L', '9R', '3L', '9L', '1L', '8R', '1R', '10R', '0R', '10L', '2L', '7L', '2R', '10R', '4L', '9R', '1L', '10R', '1L', '6L']"
3979,-1,"['4R', '6L', '2R', '7L', '4L', '8R', '4R', '7R', '4R', '8L', '2R', '6L', '3R', '6L', '2L', '8R', '1R', '7R', '4R', '8R', '2R', '9R', '3R', '10L', '0L', '8R', '4L', '9L', '3R', '7R', '2R', '6R', '1R', '7R', '0L', '8R', '4R', '9R', '2R']"
3980,-1,"['4R', '6L', '0R', '7L', '4R', '8R', '3L', '9L', '1L', '6R', '4L', '7L', '3R', '7L', '2L', '8L', '1L', '7L', '2L', '8L']"
3981,-1,"['4L', '8R', '1R', '6R', '2L', '6R', '4L', '8L', '3L', '6R', '2R', '7L', '0L', '7R', '0R', '8R', '2R', '10R', '1R', '9R', '2R', '10R', '3L', '8L', '2R', '10R', '3L', '7L', '2L']"
3982,1,"['2L', '10L', '1R', '10R', '3L', '7L', '3L', '6R', '2L', '9R', '4L', '6L', '4R', '8R', '3L', '9L', '0R', '8L']"
3983,1,"['2R', '9L', '0L', '6L', '4R', '9R', '3R', '8R', '4L', '6L', '4R', '7L', '0L', '9R', '3R', '7L', '1L', '10L', '0R', '6L', '2L', '6L', '2R', '8R', '1R', '9L', '2R', '7R', '3R', '8L', '4L', '6L', '1L', '7R', '2L', '10L', '4L', '9L', '3R', '8R', '4R', '10L', '0R', '9R', '3R', '10R', '4L', '10L', '0R']"
