,result,moves
1228,-1,"['4L', '8R', '1R', '10L', '1L', '6R', '4R', '7R', '1R', '8L', '4L', '6L', '2L', '9L', '3L', '10L', '2R', '8L', '1R', '9L', '2R', '6R']"
1229,1,"['3L', '8R', '0L', '6L', '2R', '9L', '2R', '10R', '1L', '7R', '0L', '9R', '4R', '7L', '2L', '8L', '3R', '8R', '4R', '10R', '3L', '8L', '3R', '9R', '4R', '10R', '1R', '8L', '2R', '7R', '4R', '8R', '3R', '9L', '4L', '7R', '3R', '6L', '3R', '8L', '4L', '6R', '3L', '7L', '2R']"
1230,-1,"['2L', '7L', '1R', '6R', '4R', '9R', '2L', '8L', '3R', '8R', '4L', '7L', '1L', '6L', '0R', '9R', '2L', '9R', '4L', '10L', '2R', '9R', '0R', '10R', '3R', '9L', '0L', '9L', '1R', '8L', '3R', '7L', '4R', '6R', '2R', '7R', '3L', '8R', '2R', '9R', '3R', '10R', '4L', '9R', '0R', '6L', '1R', '10L', '2R', '9L', '3R', '8L', '3R', '7R', '4L', '6L', '3R', '8L', '0R', '6R']"
1231,-1,"['1L', '6L', '4L', '7L', '0L', '8R', '0L', '9R', '1L', '7R', '2R', '7L', '4L', '10L', '2L', '8L', '3L', '6R', '4L', '7L', '1R', '8L', '3L', '7L', '2R']"
1232,-1,"['4R', '9L', '4L', '10R', '0L', '6L', '3R', '6L', '4L', '10L', '2L', '8L']"
1233,-1,"['3L', '10L', '0R', '10R', '3R', '6L', '4R', '6L', '1R', '8R', '1L', '10L', '3R', '9R', '2R', '10R', '4R', '9L', '2L', '8R', '2L', '6R', '1R', '10L', '2R', '9R', '3R', '10R', '4R', '7L', '0R', '7L', '3L', '6R', '2R']"
1234,1,"['2L', '7R', '1R', '10L', '3R', '7R', '1R', '9L', '2L', '7R', '4R', '10R', '3R', '8L', '1R', '6L', '3R', '7L', '4L', '6L', '4L', '7R', '3L', '10L', '2L', '9L', '1R', '8R', '0L', '9L', '4L', '7R', '3L']"
1235,1,"['0R', '7R', '1L', '9R', '4R', '8L', '3R', '8L', '2R', '10L', '4L', '7L', '3L', '6R', '1L', '7L', '2R', '7R', '0R', '6R', '4R', '6R', '1R', '10L', '2L', '9L', '1L', '8L', '0R', '7L', '2R', '6R', '3R', '7L', '1L', '6R', '0L', '7R', '4R', '8R', '3L', '9R', '2R', '10R', '1L', '6L', '0L', '7R']"
1236,1,"['1L', '6R', '3R', '9R', '0R', '10R', '0L', '6L', '2L', '9R', '1R', '6L', '3L', '7R', '2L', '6L', '4R', '10R', '1R', '8R', '2L', '6R', '1L', '7L', '0R', '6R', '1R', '7R', '2L', '8R', '1R', '9L', '2L', '8R', '1L', '9L', '0R', '8R', '1R', '9L', '2L', '8R', '1L', '9R', '2L', '9R', '4R', '10R', '3L', '9L', '4L', '6L']"
1237,-1,"['0R', '10R', '4L', '9R', '0L', '10L', '2L', '8R', '0L', '7L', '3R', '7L', '4R', '10R', '0R', '7L', '1L', '9L', '3L', '7R', '2R', '8R', '3L', '10L', '2R', '9R', '3R', '10R', '4L', '7L', '3L', '6L', '4L', '9L', '3R', '10L', '4L', '7L', '3L', '6L', '4L', '9L', '3R', '8L', '4L', '7L', '3L', '6L', '2L', '10L', '1L', '7R', '0R', '8L']"
1238,-1,"['2R', '10R', '1R', '8R', '2R', '7L', '1L', '6R', '2L', '8L', '3R', '9L', '2R', '8L', '4R', '7R', '3L', '8L', '0L', '6L', '2L', '9L', '1R']"
1239,1,"['2L', '10L', '3L', '10R', '2L', '8L', '2L', '6R', '3R', '10R', '4R', '8R', '1L', '8R', '0L', '8L', '1L', '10R', '4L', '9L', '0L', '7L', '4R', '9R', '3L', '7R', '2L', '8R', '0L', '9R', '4R', '10R', '0R', '6R', '2L', '10L']"
1240,-1,"['2R', '7L', '2L', '7R', '1R', '9R', '0L', '6L', '1R', '8L', '3L', '10R', '2R', '9L', '3L', '7R', '2L', '8L', '1L', '6R', '0L', '10L', '4L', '9R', '3L', '10L', '2L', '6L', '1L', '10L', '3L', '9R', '2R', '10L', '3L', '9R', '2L']"
1241,1,"['3R', '7R', '0R', '6L', '3L', '10R', '0L', '6R', '1R', '10L', '2R', '9R', '4L', '9L', '2L', '8R', '4R', '7L', '1L', '6L', '1L', '10R', '1R', '9R', '2L']"
1242,-1,"['4R', '9R', '1R', '6R', '4L', '7R', '4R', '6R', '4R', '6R', '0R', '8L', '1R', '6L', '2R', '10L', '3L', '9R', '2L']"
1243,1,"['1L', '8R', '4L', '7L', '3R', '8R', '4R', '10R', '0R', '9R', '1R', '9L', '1R', '6R', '4L', '10R', '3R', '6L', '0R', '7R']"
1244,1,"['3L', '10R', '2L', '8L', '2R', '9L', '0R', '8R', '4R', '7L', '2R', '6L', '4L', '8R', '3R', '6R', '4L', '7R', '3R', '8L']"
1245,-1,"['1R', '6L', '1L', '8R', '0L', '10R', '4R', '10R', '4L', '10R', '3L', '6L', '1R', '8R', '4L', '9L', '0L']"
1246,-1,"['3L', '8L', '4L', '8R', '1R', '9R', '4R', '9R', '3L', '9L', '2L', '8R', '3L', '9L', '0R', '7R', '4L']"
1247,-1,"['3R', '6R', '3L', '10R', '4R', '10L', '4R', '8R', '2L', '6R', '1L', '8L', '0R', '10R', '2L', '6L', '3L', '8L']"
1248,1,"['2R', '6R', '3R', '8R', '2R', '8R', '3R', '10L', '4L', '7L', '2L', '10R', '1R', '8L']"
1249,-1,"['0L', '8R', '3R', '9L', '1L', '6L', '4L', '10L', '0R', '8L', '3L', '9L', '0L', '10L', '1L', '9L', '0L', '8R', '2L', '9L', '1L', '8R', '0L', '7L', '4L']"
1250,1,"['1L', '6R', '4R', '7R', '1L', '9L', '4L', '7R', '3R', '10L', '0L', '7L', '4L', '6L', '4L', '6L', '2R', '10R', '1L', '8R']"
1251,-1,"['0L', '10R', '3L', '7L', '0R', '8L', '3R', '9L', '2R', '9R', '0R', '6L', '2R', '9R', '3L', '7R', '1L', '8R', '0R', '9L', '3L', '10R', '1R', '8R']"
1252,-1,"['3L', '6R', '0R', '8L', '2L', '6R', '3L', '7L', '0L', '7R', '4L', '8R', '4R', '10R', '2R', '8R', '3L', '10R', '4R', '6L', '2R', '10L', '3R', '7R', '2R', '6R', '1L', '7R', '0L', '10L', '3R', '9R', '4L', '10L', '3L', '9L', '2R', '8R']"
1253,-1,"['3R', '10R', '2L', '9L', '3L', '10L', '1L', '6L', '2R', '7L', '4L', '7R', '1L', '7R', '0L', '9L', '2R', '7L', '4R', '10L', '1R', '7R', '0L', '8L', '4R', '6R', '2L', '7L', '1L', '9L', '0R', '8R', '2R']"
1254,-1,"['4L', '6R', '3L', '9L', '3R', '7R', '1R', '6R', '2L', '9L', '4L', '8R', '0L', '10R', '3R', '6L', '3L', '9R', '4R', '6R', '2R', '10L', '3R', '9R', '4R', '10R', '4L', '7L', '3R', '7R', '4R', '8L', '1L', '7L', '0R', '6R', '1R', '8R', '2L', '9L', '1L', '8L', '0L', '7L', '3L', '6L', '1L', '9R', '3L', '8R', '0R', '9R', '1R', '7L', '2R', '10L', '3L', '6L', '4L', '9L', '3R', '8R', '4R', '9R', '1R', '10R', '1L', '10L', '2L']"
1255,1,"['2R', '6R', '1R', '10L', '0R', '9L', '0L', '6R', '1R', '9L', '2L', '8R', '1R', '6R', '2L', '10L']"
1256,1,"['4L', '6L', '1L', '7L', '4R', '10R', '2L', '10L', '3L', '6R', '2R', '9R', '4R', '10R', '3R', '8R', '4L', '9R', '3R', '10L', '4R', '9L', '1R', '8L']"
1257,-1,"['1L', '10R', '0R', '6L', '2L', '7R', '1R', '8R', '4L', '7R', '1L', '9R', '1R', '10L', '2L', '8R']"
1258,1,"['1R', '10R', '4R', '9R', '2L', '7R', '3L', '10R', '0R', '9L', '2L', '8L', '4L', '6L', '4L', '6L', '4R', '8L']"
1259,1,"['3R', '10L', '4L', '6R', '1L', '10L', '2R', '7R', '0L', '8R', '4R', '7R', '0L', '8R', '3R', '9L', '4R', '8L']"
1260,1,"['0R', '7L', '3R', '10L', '3R', '9L', '1R', '6L', '0R', '6L', '2R', '8L', '2L', '6R', '0R', '10L', '3R', '6R', '1L', '8L']"
1261,1,"['4L', '8R', '1L', '7R', '1L', '9R', '1L', '6L', '2L', '6L', '4L', '8L', '0R', '7L', '1L', '6R', '3R', '7L', '4R', '6L', '4R', '8R', '2L', '6L', '3R', '8R', '4R', '7R', '1R', '8L']"
1262,1,"['2R', '6L', '3L', '9R', '1R', '7L', '3R', '8R', '2L', '8L', '0R', '7L', '4L', '10R', '4R', '6L', '2R', '7L', '4L', '6L', '1L', '7R', '2R', '9R', '3R', '7L', '4R', '7R', '0L', '8L', '3L', '7R', '0L', '10L', '2L', '9R', '4R', '10R', '1L', '10R', '1L', '9R', '0L', '7R', '2R', '8L']"
1263,1,"['4R', '7R', '0R', '7R', '4R', '10L', '1L', '7L', '1R', '7L', '0R', '8R', '1L', '9R', '3R', '8R', '1L', '9L', '0L', '8R', '2R', '9R', '4R', '10L', '3R', '9L', '4L', '8R', '3R', '9L', '4L', '8R', '3R', '9R', '4L', '10L', '3L', '9R', '2R']"
1264,-1,"['0R', '10L', '3R', '6R', '0R', '10R', '4R', '6L', '2R', '6R', '3R', '8R', '1L', '6L', '3R', '10L', '4L', '9L', '3R', '6L', '0R', '8L', '1R', '10L', '2R', '9R', '3L', '10R', '2R', '8L', '1L', '7L', '3L', '10L', '2R']"
1265,-1,"['4L', '9L', '4R', '10L', '3R', '9L', '2R', '8L', '1R', '8R', '0R', '9L', '4L', '7L', '4L', '6L', '2L', '10R', '4L', '9R', '3L', '10R', '2L', '9L', '1L', '10R', '1L', '7R', '0R', '6R', '1R', '10L', '2R', '8R']"
1266,-1,"['4R', '9R', '1L', '10L', '3L', '8L', '4R', '6L', '3L', '6R', '2L', '8R', '3R', '10R', '4L', '6R', '1L', '8R', '1R', '10L', '2R', '9L', '3R', '8R']"
1267,1,"['1L', '10R', '1R', '8L', '1L', '6L', '3L', '6L', '0L', '10R', '1R', '6L', '2L']"
1268,1,"['1L', '6R', '3L', '8R', '3L', '6L', '4L', '9L', '0R', '7R', '4L', '7R', '3R', '6R', '2L', '10R', '1L', '7R', '0R', '8R', '4R', '9L', '0R', '8R', '1R']"
1269,-1,"['1L', '6L', '0L', '9R', '1L', '7R', '2L', '10L', '2R', '9L', '3L', '6L', '4R', '8R', '1L', '10R', '1L', '9R', '0R', '10R', '1R', '6L', '2L', '7L', '0L', '6R', '0R', '6L', '3R', '7L', '1R', '8R', '4R']"
1270,-1,"['4R', '8R', '3L', '9L', '3R', '6R', '2L', '10R', '4R', '10R', '1R', '8R', '3L', '9L', '1L', '9R', '0L', '9L', '2R', '8R', '3R', '9L', '0R', '8R', '4R', '9L', '4R', '8R', '2L', '8L', '2R', '10L', '3L', '6L', '2R', '9R', '1R', '10R', '0R', '8R']"
1271,-1,"['4L', '9R', '1L', '10R', '0L', '8R', '3L', '7L', '2R', '9R', '1R', '8L', '0L', '6R', '0L', '10R', '3L', '6L', '2L', '7R', '1L', '8L', '0R', '6L', '1L', '7L', '0R', '6L', '1L', '8L', '0R', '7L', '1L', '6L', '0R', '9R', '1R', '10R', '2R', '9R', '3L', '8L', '2R', '10L', '3R', '8R']"
1272,-1,"['2R', '9R', '3R', '6R', '3R', '10L', '4L', '6R', '0L', '10L', '3R', '7R', '1R', '7L', '3L', '8L', '2R', '9R', '3R', '8R', '4R', '6L', '2L', '8R', '4L', '9L', '3L', '8R', '2R']"
1273,-1,"['1L', '10R', '0R', '9R', '2R', '7R', '0L', '9L', '1R', '6R', '0R', '8L', '3R', '8L', '4L', '9R', '2R', '10R', '3L']"
1274,-1,"['4L', '7L', '2R', '6R', '1L', '9L', '1R', '8L', '2L', '8L', '4R', '7R', '0L', '10L', '1L', '9L', '0R', '10R', '4L', '8L', '3L', '6R', '2R', '6R', '3R', '9L', '4R', '8R', '2L', '9L', '1L', '6R', '4R', '8R', '0R']"
1275,1,"['2R', '7L', '3L', '6L', '3R', '7R', '4L', '10L', '0R', '6R', '2L', '9R', '3L', '9L', '2L', '8L', '1R', '6R', '2L', '7L', '1L', '6L', '0L', '9R', '1L', '8R', '0R', '7L', '2R']"
1276,-1,"['3L', '6L', '1L', '6L', '1L', '6L', '3L', '10L', '0R', '9R', '3R', '6L', '4L', '10L', '0L', '6R', '2R', '7R', '3L', '6R', '2R', '7R', '3L', '10R', '0L', '8L', '2R', '7L', '3L', '6R', '0R', '7R', '1L', '8L', '0L', '7R', '3R', '8R']"
1277,-1,"['2R', '10L', '1L', '7L', '3L', '7R', '1L', '7L', '2L', '10R', '2L', '10L', '2R', '9L', '1L', '8R', '1R', '9R', '2R', '10R', '0L', '9L', '3L', '10R', '2L']"
1278,-1,"['0L', '7L', '3R', '10L', '3L', '6L', '2R', '7R', '2R', '9L', '3R', '8L', '4L', '7R', '2R']"
1279,1,"['4R', '6R', '3R', '8L', '4R', '6R', '2R', '6R', '4R', '9L', '2R', '10R', '2R', '7R']"
1280,1,"['0R', '7R', '3L', '8R', '3R', '9L', '1R', '6L', '2R', '8R', '4L', '9R', '1L', '9L', '0R', '8L', '1L', '7R', '0L', '8L', '4R', '7R', '0R', '6L', '0L', '9L', '2L', '8L', '0R', '6L', '4R', '8R', '0R']"
1281,-1,"['2R', '6L', '1R', '7L', '0L', '8L', '1L', '6R', '0L', '7L', '3R', '7L', '2R', '10L', '4L']"
1282,-1,"['0R', '10R', '2R', '7R', '2R', '6L', '0L', '10L', '1R', '7R', '4L', '8R', '2L', '10R', '1L', '10R', '3L', '7L', '3R', '10R', '3L', '9L', '0L', '6R', '2L', '8R', '1R', '9R', '2R', '10R', '1R', '9L', '2R', '10R', '1R', '8L', '2L']"
1283,1,"['0R', '10R', '0L', '7L', '4R', '10R', '4L', '6R', '3R', '7R', '4L', '9L', '2R', '10L', '2R', '8L', '0R', '8L', '1L', '6L', '2R', '10R', '4R', '6L', '1L', '9L', '2R', '8R']"
1284,-1,"['1R', '6L', '1R', '7L', '4L', '9R', '3R', '8R', '4L', '10R', '1R', '10R', '2R', '10R', '3L', '8L', '3R', '7L', '3L', '6L', '2L', '6R', '1R', '7L', '2R', '7R', '4R', '8L']"
1285,1,"['4L', '6R', '3L', '9R', '1L', '7L', '3R', '9L', '4R', '9R', '0L', '9R', '2L', '6L', '0L', '9R', '1R', '8R', '2R', '7R', '3R', '9L', '3L', '10L', '1R', '7R', '2R', '10R', '1R', '8R']"
1286,-1,"['4R', '7R', '3R', '6R', '0L', '7L', '2R', '7R', '3L', '10R', '0R', '9L', '2R', '8R']"
1287,1,"['2L', '6L', '3R', '9R', '1R', '10R', '4L', '6R', '0L', '9L', '1L', '10L', '0L', '9L', '1L', '10L', '0R', '8R', '1R', '10R', '1L', '7R', '3L', '9L', '1R', '8R', '0R', '9L', '2L', '8L', '1L', '6R', '0L', '7R', '3R', '8L', '0L', '7L', '1L', '6R', '0L', '7L', '2L', '6R', '1R', '10R', '3L', '8L', '2R', '7L', '3R', '7R', '4R', '8R', '3L', '9L', '0R', '8L']"
1288,1,"['2R', '10R', '1L', '6L', '4R', '9L', '2R', '7R', '3R', '6R', '1L', '7R', '2L', '10L', '2R', '7L', '0R', '9R', '0L', '8L', '1L', '8L', '2R', '10L', '0L', '7L', '3R', '10L', '4L', '9L', '3L', '8R']"
1289,1,"['0L', '7L', '1R', '10R', '4L', '9R', '4R', '7L', '1R', '6R', '0L', '7L', '3L', '10L', '0L', '10L', '0L', '10L']"
1290,1,"['2L', '6R', '4R', '9R', '0L', '6R', '2R', '6L', '4L', '8L', '2R', '6R', '0R', '7L', '4L', '6L', '0L', '7L', '2L', '10R', '0L', '8R', '2R', '10R', '3L', '7R', '1L', '8L', '0R']"
1291,-1,"['1R', '8R', '0L', '7L', '0R', '6R', '1L', '10L', '4L', '9L', '2R', '9L', '4R', '7L', '2L', '8R', '2L', '8R']"
1292,-1,"['3L', '7L', '2R', '7L', '3L', '9L', '4L', '10R', '4R', '7L', '3R', '6R', '1L', '8L', '0R', '10R', '4L', '6L', '4R', '7L', '3L', '9R', '2R']"
1293,-1,"['3R', '6R', '1L', '10R', '3R', '7R', '4L', '8L', '3R', '10R', '1R', '6R', '3R', '9R', '2R', '7R', '4L', '8R', '0L', '6R', '3L', '8R', '2R']"
1294,1,"['1L', '9L', '4R', '8R', '3L', '7R', '1R', '6L', '4L', '10L', '2R', '7L', '4R', '6R', '2L', '8R', '1L', '9R', '1R', '10L', '2R', '9R', '3L', '10L', '2R', '9L', '3L', '8L', '2R', '7R', '3R', '8L', '4L', '7R', '3R', '8R']"
1295,-1,"['0R', '9R', '0R', '6L', '3L', '6L', '0R', '8L', '4L', '9L', '2L', '6R', '1L', '9R', '4L', '10L', '4L', '8R', '3R', '6L', '3R', '9L', '4R', '9R', '0L', '9R', '1L', '10R', '3R', '9R', '1L', '10L', '0L', '8R', '4R', '10L', '3L', '6R', '0R', '9R', '2L', '8L', '0R', '9L', '1R', '6R']"
1296,-1,"['1R', '6R', '0L', '7L', '0L', '8L', '1L', '9L', '0L', '10R', '1L', '6R', '3R']"
1297,1,"['0R', '10L', '2R', '7L', '3L', '9R', '4L', '9R', '0R', '7R', '3R', '8R', '0R', '10R', '4L', '9L', '3R', '8L', '3R', '7R', '4R', '8L']"
1298,-1,"['0L', '9R', '0R', '9R', '3R', '10R', '0R', '10L', '2L', '6R', '4L', '7L', '3L', '6R', '2L', '7R', '1R', '8R', '2R']"
1299,1,"['2L', '6L', '0R', '7L', '3L', '7L', '0L', '10L', '0R', '9L', '2R', '10L', '4R', '6L', '4R', '10R', '2L', '8L', '0R', '9L', '1R', '7R']"
1300,0,"['4L', '7L', '2L', '6R', '4R', '10L', '3L', '8L', '0R', '7R', '0R', '9L', '3R', '8L', '1R', '7R', '3R', '9R', '4R', '6R', '1L', '7L', '0L', '8R', '4L', '6L', '0R', '8L', '2R', '10L', '0R']"
1301,1,"['4R', '7R', '3R', '8L', '4L', '8L', '3R', '10R', '1L', '6R', '2R', '7L', '2R']"
1302,0,"['2L', '6R', '0L', '7L', '2L', '6L', '3R', '7L', '0L', '8L', '4L', '9R', '1L', '7R', '0L', '7R', '4L', '8R', '1R', '10R', '3R', '6R', '2L', '7R', '4R', '8L']"
1303,1,"['1R', '9R', '0R', '7L', '2L', '9R', '4L', '6R', '2R', '6L', '3L', '10L', '1R', '7L', '2L', '6L', '1R', '9R', '0L', '9R', '4R', '10R', '0L', '7R', '1L', '10L', '0L', '8L', '2L', '7L', '4R', '7L', '1L', '8L', '0L', '7L', '4R', '7L', '1L', '6L', '0R', '9L', '2R', '10L', '3R', '6R', '4R', '9R', '0L', '7L', '3L', '6L', '3R', '9L', '4L', '10R', '2L']"
1304,1,"['4R', '8R', '2R', '8L', '1R', '6L', '3L', '8R', '2R', '6R', '4R', '8L', '0L', '9L', '4R', '8R', '0R', '9R', '2R', '10L', '1L', '9L', '4R', '8R', '0R']"
1305,-1,"['2L', '9L', '3L', '8R', '2L', '6R', '1R', '8L', '0L', '9R', '1L', '7R', '3L', '8L', '4R']"
1306,-1,"['0R', '9L', '2R', '7R', '3L', '8R', '0R', '6R', '2R', '7L', '4R', '8R', '3L', '7L', '0R', '8L', '3R', '10L', '2R', '7L', '1R']"
1307,-1,"['0R', '9R', '0R', '6L', '3L', '7L', '0L', '8L', '1L', '6L', '2L', '9R', '1R', '10L', '0L', '8L', '2L', '7R', '1L', '9L', '0R', '8L', '2L', '7R', '1R']"
1308,-1,"['1R', '8L', '2R', '9L', '4R', '10R', '0R', '8R', '4L', '7R', '3R', '8R', '4L', '6L', '3L', '9R', '4R', '10L', '2R', '9L', '3L', '8L', '2R', '7R', '3R', '8L', '4R', '7R', '1L', '10L', '4L', '8R', '2R', '9R', '0R', '10L', '1R', '9L', '2R', '6R', '3L', '9R', '2L']"
1309,-1,"['3L', '6R', '1R', '8L', '1L', '10L', '3L', '8R', '3R', '6L', '4R', '7L', '4L', '10L', '0R', '8L', '1R', '7R', '4L', '6R', '3L', '9L', '2R', '6L', '4L', '8R', '3L', '6L', '2L', '8R', '1R', '9L', '2R', '8L', '3L', '7L', '2R', '6R', '3L', '7R', '2R', '8L', '3L', '7L', '2L']"
1310,1,"['2L', '9R', '1R', '10R', '3R', '9R', '0L', '10L', '3L', '7L', '2L', '8L', '3R', '6R', '2R', '10L', '4R', '6L', '0L', '6R', '2L', '7R', '3R', '9R', '4R', '6R', '1R', '7R', '2R']"
1311,-1,"['1R', '8R', '1L', '6L', '3L', '7R', '0R', '10R', '0R', '7L', '2R', '9R', '4L', '8L', '2R', '7L', '0R', '10L', '1R', '8L', '2R', '9R', '4R', '10R', '3R', '8R', '4R', '7R', '2R', '8L']"
1312,1,"['3L', '10R', '1R', '7R', '3R', '8R', '2R', '8R', '2R', '7L', '3L', '7L', '1R', '6L', '2R', '8L']"
1313,1,"['3R', '6R', '3L', '8L', '3L', '7R', '4R', '7L', '1R', '6R', '4R', '10R', '4L', '10R', '1R', '7R', '4R', '8R', '3R', '6L', '1L', '7R', '3R', '8R', '0L', '8R', '4L', '9R', '3L', '10R', '2R', '7L', '3L', '9R', '2R', '10L', '3L', '8R', '2L']"
1314,1,"['4L', '7L', '4R', '7L', '0L', '7R', '0R', '8L', '1R', '8R', '1L', '10R', '2R', '6L', '3L', '10R', '3R', '7R', '1R', '8R', '2L', '9R', '1L', '9L', '0R', '6R']"
1315,-1,"['4L', '8R', '1L', '7L', '0R', '6L', '0R', '10R', '3L', '8L', '3L', '9L', '2L', '7R', '4L', '6R', '2R', '9R', '4R', '9L', '0L', '8L', '0L', '7L', '2L', '6R', '1R', '10R', '2L', '7L', '3L', '8R', '1L', '6L', '4L', '9R', '3R', '6L', '3L', '10L', '2R', '8L', '3L', '7L', '2L']"
1316,-1,"['1R', '6R', '3L', '7L', '4L', '10R', '4L', '8R', '1R', '6L', '2L', '7R', '0R', '8R', '2L']"
1317,1,"['1R', '6R', '4L', '8R', '0L', '8L', '1R', '6R', '0L', '6R', '3R', '6L', '0R', '7L', '2L', '6L', '1L', '10R', '1R', '8R', '1L', '9R', '1R', '10R', '0R', '10L', '1L', '7L', '0R', '6L', '1R', '9L', '2L']"
1318,-1,"['4L', '7L', '1L', '7L', '4R', '7R', '0L', '8L', '0R', '7R', '2L', '6L', '4R', '6L', '1L', '6R', '1L', '7R', '0L', '9L', '4L', '7L', '4R', '7L', '1L', '8R', '3R', '10L', '4L', '6R', '3R', '7L', '4L', '6L', '0L', '10L', '4L', '7R', '1L', '8L', '0L', '6R', '4L', '7L', '3R', '7L', '1L', '6L', '0R', '7R', '1R', '10L', '2R', '8R', '3R', '9L', '4R', '10L', '1R', '9R', '0R', '10R', '4L']"
1319,-1,"['0L', '9R', '3R', '10L', '1L', '6R', '3R', '10L', '4L', '10R', '1L', '7R', '0R', '6R', '3L', '9L', '0L', '7L', '3L', '6R', '0L', '8R', '2L', '9R', '1R', '10R', '4R', '7L', '3L', '6R', '2L', '7L', '1L', '6R', '0L', '7R', '0R', '8L']"
1320,1,"['3L', '6R', '3R', '8L', '1L', '6L', '0R', '9R', '2R', '9R', '3R', '9L', '3R', '6R', '4L', '9L', '3L', '8L', '2L', '7L', '1L', '6R', '0R', '8R', '1R', '9L']"
1321,1,"['4R', '8R', '3L', '7R', '0R', '9L', '3L', '9L', '0L', '7L', '3R', '10L', '4R', '10L', '0L', '6R', '2L']"
1322,1,"['0L', '10L', '4L', '8R', '4R', '7R', '1L', '8R', '4R', '9L', '1L', '6R', '2R', '7L', '0R', '7L', '2R', '6R', '4L', '9L', '0L', '8L', '2L']"
1323,1,"['1R', '8R', '1R', '10L', '3R', '10L', '4R', '10R', '3R', '9L', '0L', '10L', '4L', '8L', '0R', '7R', '1R', '8R', '2R']"
1324,1,"['2L', '7L', '3L', '8L', '4L', '10L', '4R', '9L', '2R', '7R', '0L', '7L', '4R', '6R', '1L', '10R', '0R', '8R']"
1325,-1,"['1R', '9L', '0L', '7R', '1L', '7R', '0R', '10R', '1R', '8L', '1R', '7L', '4L', '6R', '1L', '8R', '3L', '9R', '2R', '7L', '4R', '7R', '3R', '8R', '4R', '9L', '1L', '8R', '4R', '9L', '3R', '8L']"
1326,-1,"['3L', '7L', '1L', '6R', '4L', '10L', '2R', '6R', '4R', '8R', '2L', '9R', '1L', '7L', '2L', '6R', '1R', '7L', '0R', '6L', '2L', '10L', '1L', '7R', '0R', '8L', '2L']"
1327,1,"['0L', '9R', '2R', '10L', '1R', '10L', '3R', '7L', '0L', '8R', '4L', '7L', '2R']"
1328,-1,"['2L', '6L', '4L', '10R', '4L', '8R', '2L', '8L', '4L', '7L', '0R', '10R', '3R', '7R', '2R', '6R', '3L', '7L', '2L', '8R', '1L', '6R', '0L', '7L', '1L', '6L', '1R', '10R', '4L', '6R']"
1329,1,"['3L', '6L', '3R', '10L', '0R', '9L', '3R', '6L', '1R', '10R', '0R', '6L', '1R', '7L', '1L', '8R', '1R', '9L', '0R', '6R', '4R', '6R', '3R', '9L', '2R', '7L', '4L', '6L', '1L', '8L']"
1330,-1,"['2L', '6L', '4L', '10R', '4L', '6R', '2R']"
1331,-1,"['2R', '6R', '0L', '9L', '3R', '9R', '4R', '9L', '0L', '10L', '2R', '6R', '4R', '10L', '0L', '7R', '3L', '6L', '1L', '10L', '0R', '9L', '3R', '8R', '2L', '9R', '1L', '10L', '0R', '9L', '1R', '8L', '2R', '7R', '1R', '9L', '0R', '8R', '3R', '9R', '4R', '10R', '2L', '8L', '1L', '7R', '1R', '8R', '2L', '9R', '0R', '10R', '0L', '9R', '4L']"
1332,1,"['4L', '9R', '1R', '7R', '0L', '6L', '4L', '7L', '4R', '10R', '3L', '7R', '1L', '8R', '2R']"
1333,1,"['3L', '7R', '4L', '8L', '1L', '9L', '3R', '10R', '4R', '6L', '0L', '6R', '2L', '7R', '4L', '8L', '0R', '7L', '1L', '6R', '0L', '7R', '2L', '8R']"
1334,1,"['0L', '10L', '3L', '10R', '2L', '6L', '2L', '8R', '3L', '6L', '0R', '10L', '1L', '7L', '2R', '6R']"
1335,-1,"['2R', '9R', '3R', '6L', '3R', '8L', '2L', '7L', '2R', '9L', '0L', '9L', '4R', '8L', '1R', '7R', '2R', '10L', '3L', '8R', '2L', '10L', '1R', '9L']"
1336,1,"['4R', '6L', '4R', '9L', '3L', '9L', '0L', '6L', '3R', '8L', '3R', '6R', '1L', '10L', '4R', '9R', '2R', '7R', '4R', '10L']"
1337,-1,"['1R', '9R', '2L', '8L', '1R', '9L', '1L', '9R', '3R', '10L', '2L', '10R', '4R', '6R', '1R', '7R', '4R']"
1338,1,"['2L', '6R', '0R', '7R', '3L', '8R', '0R', '9L', '3R', '7R', '0L', '7L', '2R', '10L', '1R', '9R', '2R', '6L', '0L', '10R', '2L', '8R', '4L', '9L', '3R', '6L', '4R', '6R', '1R', '7L', '0R', '6R', '3R', '7R', '1L', '8L']"
1339,-1,"['4R', '8R', '3L', '7R', '3L', '9L', '2R', '9L', '2L', '10L', '3R', '8R', '0R', '10L', '1L', '6R', '4L', '7R', '2R', '8L', '1R', '6R', '4R', '7R', '0L', '8L', '2R', '6L', '4R', '10L', '0R']"
1340,-1,"['1R', '6L', '2L', '9R', '0L', '9L', '0L', '7R', '2R', '8L', '4L']"
1341,-1,"['2L', '6R', '4R', '8R', '3R', '9L', '4L', '9R', '2L', '8L', '0L', '10R', '3R', '8L', '2L', '7L', '0R', '6L', '3R', '10R', '4L', '8L', '0L', '7R', '3L', '8L', '2L', '7L', '1R', '6R', '2R']"
1342,-1,"['0R', '8L', '2L', '10R', '2R', '9R', '4R', '9R', '3R', '9R', '4R', '8L', '2L', '8R', '4L', '9R', '3R', '10R', '1R', '6L', '4R', '6R', '3R', '10L', '2R']"
