,result,moves
120,1,"['1R', '6R', '4R', '8L', '1L', '10R', '2R', '10L', '3R', '10L', '2R', '6R', '4R', '8L', '3R', '8R', '1R', '6R', '2R', '9L', '4R', '9L', '0L', '8L', '4L', '7R', '3L', '8R', '2R', '9L', '3R', '8R', '4L', '9R', '3L', '10R', '2L', '10R', '1L', '6R', '0L', '8R', '2R', '7L', '0L', '6L', '0L', '6L', '1R']"
121,-1,"['0R', '9R', '2R', '10L', '0R', '6R', '2R', '9L', '2R']"
122,-1,"['3L', '10R', '0L', '8L', '0R', '8R', '2L', '8R', '4L', '9L', '3R', '8L', '1L', '6L', '3R', '9R', '0R', '10L', '4R', '7R', '1L', '8L', '0L', '6R', '4R', '9L', '3R', '10R', '1L', '6L', '0L', '6L', '4L']"
123,-1,"['4L', '7L', '2L', '6R', '4R', '6R', '3L', '7L', '1L', '9L', '3R', '9R', '4L', '10L', '4R', '7L', '3L', '6L', '4R', '8R', '4L', '9R', '3L', '8L', '1R', '7L', '1R', '7L', '4R', '7L', '0R']"
124,1,"['4R', '9L', '3R', '8L', '0L', '8L', '2L', '10R', '0L', '9R', '3L', '6R', '3L', '7R', '2L', '10L', '0R', '9L', '2R', '6L', '1L', '9L', '4R', '8L', '1L', '7L', '1R', '7L', '4L', '8L', '1R', '7R', '0R', '8R', '4R', '6R', '1L', '7R', '3R', '8L']"
125,-1,"['4L', '6L', '0R', '7R', '4R']"
126,-1,"['1L', '9L', '4R', '10R', '0R', '9R', '1L', '10R', '0R', '8L', '3L', '8R', '2R', '9R', '3L', '7R', '2R', '6L', '3L', '8L']"
127,1,"['3R', '6L', '2L', '10L', '4L', '8R', '4R', '7L', '4L', '8L', '0L', '9L', '2R', '8L', '0L', '9R', '4R', '10L', '3R', '9R', '4L', '9R', '3R', '10R', '4R', '8L', '1R', '7L', '3L', '9L', '2L', '10R', '2R', '8R', '1R', '7R', '2L', '10L', '1L', '9R', '0L', '7R', '4R', '8R', '1L', '9L', '3L', '8R', '2L', '9L', '0L', '8R', '2R', '9L', '1L', '8L']"
128,-1,"['4L', '9L', '2R', '10L', '1R', '9L', '3L', '7R', '4L', '6R', '1R', '8R', '3R', '6R', '4L', '8R', '0L', '6L', '2L', '9L', '3L', '8L', '0L', '7L', '2L']"
129,-1,"['1L', '10R', '2R', '9R', '4R', '9L', '0L', '9L', '2R', '8L', '0R', '7R', '4L', '10R', '4R', '9L', '2R', '8R', '3R', '10R', '4L', '9R', '3L', '10R', '2R', '6R', '3R', '7L', '3R', '9L', '3R', '7R', '4L', '8L', '3R', '6L', '3R', '7L', '4L', '6R', '3R', '7L', '4L', '6R', '3R', '7L', '4L', '6R', '3R', '7L', '4L', '6L', '4R', '10R', '1R', '6R']"
130,1,"['4R', '9L', '0R', '6L', '3R', '9L', '2L', '7R', '4L', '6R', '0L', '9R', '4R', '10R', '1L', '6R', '1R', '9L', '2R', '8R']"
131,-1,"['1R', '9L', '0L', '9R', '4L', '7L', '1L', '8L', '2R', '9R', '1R', '6R', '2R', '6L', '2R', '8L', '3L']"
132,-1,"['2L', '6R', '4R', '7L', '2R', '7R', '4L', '6R', '2R', '9L', '0R', '8R', '2R', '10R', '0L', '7L', '1R', '6R', '3R', '10R', '0R', '8L', '1R', '7R', '2L', '8R', '1L', '9R', '0R', '10R', '2R', '10R', '3L', '9R', '2R', '10L', '2L', '10R', '4R', '7R', '0L', '8R', '4L', '9L', '1R', '8L']"
133,1,"['1R', '10L', '2R', '7R', '1R', '6L', '4R', '9R', '4R', '7R', '0L', '8L', '1L', '10L', '0R', '9R', '2R', '10R', '1R', '7R', '2R', '10R', '0L', '8L', '3R', '7L', '3R', '6L', '3L', '8L', '2L']"
134,-1,"['4L', '6L', '4L', '9R', '4R', '8R', '2L', '10L', '1L', '8L', '0L', '10L', '1L', '6L', '3L', '10L', '1R', '9R', '0L', '10L', '2R', '9R', '3R', '8L', '4L', '7R', '2L']"
135,-1,"['4R', '8L', '4R', '6R', '3R', '6L', '2L', '9L', '0L', '9L', '2L', '10L', '0R', '6L', '1R', '8L', '3R', '7R', '4R', '6R', '0R', '7R', '1R', '10R', '2L', '8L', '1R', '6R', '2L', '7L', '1L', '6L', '0L', '6R', '1R', '7L', '3L', '9R', '2L', '10R', '0R', '6L', '2L', '9L', '1R', '6L', '2L', '10L', '0R', '9L', '4L', '6R', '3L', '7L', '2L', '8L', '1L', '6R', '0L', '8L', '4R', '6L', '1R', '8R', '3R', '7R', '4L', '8L', '2L']"
136,1,"['0L', '10L', '3R', '6L', '4R', '10R', '3L', '6R', '4L', '9R', '1R', '10L', '0L', '7R', '1R', '10R', '4R']"
137,-1,"['0L', '10L', '3L', '6L', '2L', '10L', '3R', '7L', '0L', '6L', '4L', '9R', '0L', '9L', '4R', '8L', '2R', '7L', '0L', '9R', '1L', '6R', '0R', '7L', '1R', '10L', '2L']"
138,1,"['4L', '7L', '2R', '7L', '3R', '6R', '1R', '10L', '4R', '8R', '2L', '8L', '4R', '10R', '2R', '9R', '1R', '7L', '0L', '6L', '4R', '8L', '3L', '9R', '2L', '7R', '0R', '9R', '3R', '8L', '4R', '6R', '2R', '9L', '3L', '8L', '1R', '7R', '2L', '8L']"
139,1,"['1R', '10L', '2L', '8L', '4L', '9R', '2L', '9L', '4L', '10L', '0R', '7R', '2R', '10R', '4R', '6L', '4L', '8L', '4R', '10R', '1R', '6R', '3R', '6L', '1R', '8R', '4R', '9R', '1R', '10L', '4R', '9R', '0L', '9R', '2L', '10L', '1R', '9R', '2R']"
140,1,"['0R', '10R', '1R', '7L', '2R', '6R', '0R', '7L', '3R', '6R', '4R', '8L']"
141,1,"['0R', '10L', '4L', '10L', '2L', '6L', '1L', '9L', '1R', '6L', '2R', '9R', '3L', '10L', '2R', '8R']"
142,1,"['0R', '9R', '2L', '8L', '4L', '10R', '0R', '9L', '2R', '6R', '4L', '7R', '3R', '8R', '4R', '10L', '4R', '9R', '1L', '7R', '3R', '10R', '1R', '8L', '2L']"
143,1,"['1R', '8L', '3L', '8R', '4R', '6R', '0R', '7R', '3L', '10L', '2R', '7L', '3L', '8L', '0R', '6L', '1L', '9R', '0R', '10L', '4L']"
144,-1,"['4L', '9L', '2L', '10R', '1R', '7R', '2R', '8L', '1L', '6R', '3R', '9R', '3L', '6R', '0L', '7L', '1R', '6L', '4L', '10L', '3R', '8R', '4L', '9R', '0L', '6R', '1R', '7L', '2R', '6L', '0L', '7L', '3L', '6L', '0R', '9L', '3L', '8R', '4R', '10R', '1R', '9R', '4R', '10L', '2L', '7R', '1R', '8R', '2L', '10R', '1R', '9R', '3R', '10L', '0L', '10L']"
145,1,"['0R', '9R', '3R', '10R', '1R', '7R', '2R', '7L', '0L', '9R', '3L', '10R', '1L', '9R', '2L', '9R', '4R', '8R', '2L', '8L', '3L', '8L', '0R', '10L', '1L', '9R', '0L', '9R', '3R', '10L', '4R', '9L', '4L', '8R']"
146,-1,"['3R', '10L', '1L', '6L', '0R']"
147,-1,"['3L', '7L', '4L', '6L', '2L', '8R', '2R', '9R', '1L', '8R', '0R', '7L', '0R', '6L', '3L', '9L', '2L', '9L', '1R', '8L', '2L', '7L', '1L', '6R', '0L', '7L', '0L', '6L', '3L', '10L', '1L', '7L', '4R', '7R', '0L', '9R', '3L', '10R', '3R', '7R', '4R', '7R', '2L']"
148,1,"['2R', '9R', '1R', '8R', '2R', '9L', '2R', '8L', '3L', '9L', '0R', '9L', '2L', '9L', '3L', '8R']"
149,1,"['0R', '8R', '0R', '9L', '4L', '7R', '3R', '6R', '3L', '7L', '4R', '9R', '0R', '8R']"
150,-1,"['1R', '9R', '0L', '10L', '2R', '6L', '2L', '9R', '2L', '7L', '3L', '10L', '2R', '9L', '1L', '7R', '0L', '10L', '2R', '8L', '0L', '9L', '3R', '6R']"
151,-1,"['2R', '6R', '3R', '10R', '4L', '8L', '1L', '10R', '0L', '9L', '4R', '6L', '1R', '6L', '2R', '9L', '4R', '10R', '3L', '7L', '2L', '6R', '1R', '7L', '2R']"
152,1,"['3R', '8L', '4L', '9L', '3R', '9R', '0R', '6R', '4L', '8L', '2R', '7R', '1R', '7L', '3L', '10L', '1R', '8R', '2L', '6L', '1L', '9R', '0R', '6L', '3R', '8L']"
153,-1,"['3L', '7L', '4L', '6R', '3L', '8L', '2R', '7L', '2L', '9R', '4R', '9L', '0R', '8R', '0L', '9R', '4L', '9R', '3R', '10L', '4L', '6L', '0R', '8R', '3R', '9L', '1L', '7R', '2R', '6L', '0R', '9L', '2L', '10L', '1L', '6R', '0L', '8L', '4R', '9L', '0R', '8R', '1R', '6L', '1L', '9L', '4R', '8R', '0L', '10L', '3R', '9R', '2R', '10L', '3R', '9R', '4R', '6L', '0L', '10R', '0L', '10L', '1L', '9L', '0R', '7L', '1L', '6L', '2L', '8L']"
154,1,"['0L', '8L', '2R', '10R', '2R', '6R', '3R', '9L', '1R', '6L', '1L', '7R', '0R', '8L', '4R', '7L', '3L', '6R', '4L', '7L', '3R', '6R', '1L', '7R', '0L', '8R', '4R', '10L', '4R', '8R', '0L', '8L', '1R', '7R', '2L', '9L', '0R', '7L', '1L', '8R', '0L', '9L', '0L', '8R', '4L', '9R', '1R', '10R', '4L', '7L', '1L', '8L', '2L', '7R', '1L', '8R', '4L', '6L', '4R', '10L', '1R', '7L', '0R', '6L', '3R', '9R', '4L', '10R', '3L', '10L', '2R']"
155,-1,"['4L', '6R', '1R', '10L', '4L', '7L', '0R', '9L', '4L', '6R', '1L', '9R', '3R', '8L', '4L', '10R', '3R', '7L', '1R', '6L', '1L', '8R', '1L', '6L', '0L', '7L', '2L', '7L', '4L']"
156,-1,"['2L', '7L', '4R', '8R', '3L', '10R', '3R', '8L', '0L', '9R', '1R', '6R', '3R', '9R', '4L', '9R', '4R', '8R', '4R', '10L', '0R', '9L', '3R', '8R', '1L', '9R', '1R', '10L', '2R', '9L', '3L', '8L', '2L']"
157,-1,"['4L', '8L', '0L', '9L', '1L', '6L', '4L', '9R', '1L', '10R', '1L', '7R', '2L', '6L', '3L', '10R', '0R', '8L', '4R', '8L', '4R', '9R', '1L', '7L', '4L', '10R', '1L', '6R', '2L']"
158,-1,"['4R', '8L', '4R', '8R', '2R', '9L', '2L', '6L', '3R', '7L', '1L', '10L', '0L', '6L', '0L', '10R', '3R', '8R', '2R', '10L', '3R', '9R', '4L', '10R', '3L', '8L', '2L', '7L', '4L', '6L', '0L', '9R', '1R', '8R', '0L', '8R', '0L', '6L', '2L', '8R', '2R', '7L', '1R', '6R', '2L']"
159,0,"['3R', '8R', '0L', '7L', '1L', '9R', '0R', '10R', '0L', '8R', '2L', '9L', '0R', '6R', '4R', '7R', '2L', '9R', '1R', '6R', '2L', '7R', '1L', '6L', '0L', '7L', '2R', '7R', '1L', '8R', '0L', '10R', '3R', '8R', '4L', '9L', '3R', '8L']"
160,-1,"['0L', '9L', '0R', '7L', '2L', '6R', '4L', '9R', '3L', '7L', '2L', '10R', '1L', '8L', '0R', '10L', '4L', '6R', '3R', '6L', '3R', '8L']"
161,1,"['2L', '7R', '0L', '6L', '4L', '6L', '0R', '9L', '1L', '10R', '4R', '8L', '4R', '10L', '3L', '9L', '0R', '8L', '1L', '7R', '2R', '8R', '0R', '9L', '4L', '8L']"
162,1,"['0R', '8L', '2R', '7R', '1L', '6R', '2R', '10R', '1R', '8R', '3L', '10R', '4L', '8L', '4R', '9R', '3R', '10R', '2L', '10R', '1R', '7R', '3L', '8L', '2L', '7L', '1R', '6L', '2R', '7R', '0L', '9L', '3L', '8R', '0R', '10R', '0R', '9L', '1L', '8L', '0R', '7L', '1L', '6R', '0R', '7L', '1R', '6R', '2L']"
163,-1,"['2L', '10L', '1L', '10L', '0L', '7L', '2R', '10R', '3L', '7R', '2R', '6L', '1R', '6R', '4R', '6R', '2R', '7L', '2R', '6L', '2L', '8L', '3R', '10R', '4L', '7L', '0R']"
164,1,"['2L', '10L', '1L', '8L', '1L', '10L', '0L', '6R', '4L', '7R', '0R', '8L', '0R', '10L']"
165,1,"['0R', '7R', '2L', '7L', '3L', '8L', '4L', '10R', '4R', '10L']"
166,-1,"['3L', '7R', '4R', '8L', '2R', '10R', '3L', '9R', '2R', '7L', '4R', '6L', '3L', '10R', '2R', '8R', '0L', '9L', '4R', '8L', '3R', '6L', '2R', '8L', '0L', '8L', '3L', '9L', '1L', '10R', '0L', '10R', '1R', '9L', '0L', '7R', '4R', '6R', '2L', '9L', '1L', '6L', '0R', '10R', '2L', '8L', '1L', '7L', '0R', '6R', '1R', '8R', '2L', '9R', '1R', '10L']"
167,1,"['2R', '7L', '3L', '8L', '2R', '6R', '0R', '8R', '4L', '7L', '0L', '8L', '1R', '10R', '4R', '6L', '0L', '7L', '3R', '9R', '3L', '9L', '2R', '8L', '0R', '7L', '1L', '6L', '0L', '8L', '3L', '10L', '0R', '9R', '2L', '9L', '1R', '8L', '2L', '7L', '1L', '6L', '0R', '9L', '1L', '10L', '0R', '7L', '1L', '9L', '0L', '8R', '1R', '9R', '0L', '9L', '3R', '8R', '4R', '6L', '2R']"
168,-1,"['3R', '6L', '4R', '10R', '3L', '7R', '4R', '6R', '1L', '9L', '0R', '10R', '3R', '6L', '0L', '8L', '3L', '7R', '2R', '7R', '3L', '8L', '1R', '7R', '2L', '8R', '1R', '6R', '2R']"
169,-1,"['0L', '8R', '4R', '8L', '4R', '8L', '0L', '6L', '4L', '9R', '0R', '10R', '1R', '8L', '3R', '9R', '2R', '6L', '4L', '10R', '3L', '9L', '2L', '6R', '0R', '7L', '1R', '6R', '2L']"
170,-1,"['3R', '8L', '4R', '7R', '1R', '6R', '0L', '6L', '3L', '8R', '2R', '9L', '0L', '7L', '2R', '6L', '4L', '8L', '2L']"
171,-1,"['2L', '9L', '4R', '8R', '3R', '6L', '2R', '8R', '0R', '8L', '4R', '7R', '2L', '6L', '0L', '10R', '1R', '10R', '4R']"
172,-1,"['1L', '8L', '3R', '9L', '4R', '10L', '2L', '6L', '1R', '10R', '3L', '6L', '3R', '8L', '2R', '8L', '3R', '7R', '4L', '6L', '3L', '10R', '1R', '9R', '2R', '8L', '3R', '7R', '4L', '6L', '4L', '8R', '3L', '9R', '2R']"
173,-1,"['2L', '6R', '3R', '7L', '4R', '9L', '4L', '6R', '3L', '6L', '0L', '8L', '3R', '6L', '4L', '7L', '2L', '10L', '1R', '6R', '2R']"
174,1,"['2R', '10R', '1R', '8L', '4R', '8R', '1L', '8R', '3R', '9L', '2L', '7R', '2R', '9L']"
175,1,"['0R', '8L', '2L', '7L', '4R', '7L', '1R', '10R', '1L', '7R', '2R', '8R', '0R', '6L', '4L', '8R', '3L', '9L', '0R', '8L', '1R', '7R', '3L', '8L', '2L', '9R', '0L', '8L', '1L', '9L', '0R', '6L', '4L', '8L']"
176,1,"['1R', '9L', '3L', '10L', '1L', '6L', '2L', '8L', '2R', '10L', '4L', '8R', '3L', '9R', '2R', '10L', '2L', '8R', '4L', '6R', '2L', '7R', '1R', '8R', '2R', '9R', '3L', '10L', '2L', '9R', '1L', '9L', '0R', '10L', '1R', '9L', '2R']"
177,1,"['1R', '9R', '0R', '7L', '3R', '7R', '4R', '7L', '2R', '6L', '4R', '6L', '4R', '8R', '2L', '10R', '3R', '9R', '2L', '10R', '4L', '7R', '3R', '10L', '4L', '8L', '2R', '7R', '0L', '8L']"
178,-1,"['0L', '10L', '4R', '10R', '4R', '9R', '2R', '10L', '0R', '9R', '2L']"
179,-1,"['3L', '7L', '1R', '7L', '3L', '10L', '1R', '6R', '2R', '6L', '2L', '10R', '4R', '6L', '3L', '8L', '0L']"
180,1,"['0L', '10R', '2R', '9R', '1R', '9L', '4R', '7L', '3L', '8L', '2R', '9R', '0R', '10R', '3R', '8R', '1L', '10R', '3R', '8R', '0R', '10R', '4R', '9L', '4R', '8R', '0R']"
181,-1,"['3R', '6R', '0L', '10L', '2L', '8R', '3L', '6L', '4R', '10R', '3L', '6L', '2L', '10R', '1L', '8L', '0R', '7L', '1R', '6L', '2R', '10R', '3L', '9R', '2L']"
182,1,"['4L', '8R', '2R', '9R', '3L', '10L', '0R', '8L', '4L', '6R', '3L', '8R', '2L', '7R', '0R', '9R', '0R', '10L']"
183,-1,"['4L', '8L', '0L', '6L', '3R', '10L']"
184,-1,"['1L', '10L', '3R', '9L', '1L', '6L', '4R', '10R', '4L', '8L', '0L', '6L', '4R', '8L', '2L']"
185,1,"['3R', '8R', '1L', '8L', '0L', '10L', '3R', '9R', '2R', '9R', '2L', '7L', '1R', '9L', '2R', '10L', '3R', '7L', '4L', '6L', '2R', '9L', '3R', '8L', '3L', '7R', '2R', '8R']"
186,-1,"['3R', '8L', '1R', '8R', '2L', '10R', '2L', '6R', '1L', '10R', '0R', '9L', '2L', '6L', '2L', '8L', '3R', '9L', '0R', '9R', '4R', '7L', '1R', '6L', '2L', '10R', '1L', '7L', '2L', '7R', '4L', '8L', '1L', '7R', '4R', '8R', '3L', '9R', '2R', '10R', '3L', '10L']"
187,1,"['2R', '7L', '3L', '8L', '0L', '6R', '3L', '9L', '4R', '9L', '4L', '9L', '3R', '6R', '0L', '6R', '3L', '10L', '4R', '9R', '0L', '9L', '1R', '8L', '2R', '6R', '4L', '7R', '3R', '6R', '4L', '7R', '3L', '8L']"
188,-1,"['1L', '10L', '4R', '9R', '0L', '8R', '2L', '6R', '4L', '9R', '3R', '10R', '4R', '7R', '1R', '10R', '0L', '10R', '3L', '6L', '3R', '8R', '2L', '10L', '4L']"
189,-1,"['4R', '9L', '1L', '8L', '1R', '8R']"
190,1,"['3L', '7R', '4L', '10R', '4L', '6L', '0R', '9R', '1R', '6R', '0L', '8L', '3R', '9R', '4L', '10L', '0L', '10L', '2L', '7L', '0R', '9R', '1L', '6L', '4R', '9L', '0L', '8R', '0L', '10L']"
191,-1,"['1L', '9L', '1R', '6L', '4R', '9L', '0L', '8R', '2L', '6R', '2L', '8L', '3L', '6L', '4R', '8R', '0R', '9L', '1L', '7L', '0L', '6L', '2L', '9R', '0R', '10L', '1L', '6R', '1L', '9R', '1L', '10L', '0L', '8R', '1R', '9L', '2R', '7R']"
192,1,"['2L', '7L', '1L', '6L', '3L', '8L', '0L', '10L', '0R', '7R', '3L', '10R', '0R', '7R', '2R', '6L', '4R', '10L', '3L', '6L', '1L', '7R', '0R', '10L', '2R', '9L', '3L', '8R', '0L', '8R', '0L', '10R', '3R', '8R']"
193,-1,"['1R', '10R', '3R', '6L', '4L', '10R', '4L', '6R', '0R', '9L', '1L', '10R', '3R', '6L', '1R', '7R', '3R', '9R', '4R', '10R', '1L', '10L', '0L', '6L', '2R', '7L', '4R', '6R', '0L', '6L', '2R', '9L', '0L', '8L', '1R', '7L', '0L', '6L', '4L', '7L', '3L', '9L', '2R', '8R', '3R', '9L', '4L', '8L']"
194,1,"['0R', '8L', '3R', '8R', '2L', '10R', '0L', '6L', '0R', '7R', '0L', '9L', '3R', '7L', '4L', '6R', '3L', '8L', '3L', '7L', '1L', '6R', '0R', '7L', '4R', '7L', '1R', '6L', '2R']"
195,1,"['2R', '10L', '1L', '9L', '0L', '7L', '3L', '9L', '4R', '8R', '2L', '7R', '1R', '8R', '1L', '6R', '0L', '9L', '0R', '6L', '0L', '7L', '1R', '6R', '2L', '7L', '0R', '10R', '2L', '6L', '0R', '9L']"
196,1,"['1R', '8R', '3R', '10R', '2R', '8R', '0R', '6R']"
197,1,"['1L', '9L', '1L', '6R', '2R', '10L', '4L', '7R', '4L', '6R', '1R', '8R', '2R', '10L', '3L', '6R']"
198,-1,"['3L', '10R', '0R', '8L', '1L', '6R', '1L', '7L', '0R', '7R', '3L', '8L']"
199,0,"['0R', '10R', '0L', '7R', '4R', '7R', '0L', '6R', '3L', '7L', '2R', '6R', '0L', '7R', '4R', '6R', '3R', '7L', '4R', '7L', '3R', '6L', '3L', '10R', '2L', '7L', '1R', '6R', '2L', '7L', '1R', '6L', '2L', '8R', '1L', '9L', '0L', '8L', '3L', '7L', '3R', '9R', '1L', '6R', '0R', '9L', '1L', '6L', '2R', '8L', '3L', '7R', '2R', '8L', '3L', '7R', '2L']"
200,-1,"['4R', '8L', '3R', '6R', '2L', '7L', '0L', '9L', '2L', '6L', '3R', '10R', '2R', '6R', '3R', '7R', '1L', '9R', '0R', '8R', '2R', '9L', '3R', '10R', '3R', '8R', '4R', '9R', '2L', '10L', '1R']"
201,1,"['3R', '10L', '4R', '10L', '2L', '10L', '0L', '6L', '0L', '10L', '1R', '9R', '2L', '10R', '0L', '10R', '2R', '7R', '3L', '10L', '2R', '9L', '3L', '8R', '0R', '9L', '1L', '10R', '1R', '8R']"
202,-1,"['2L', '6R', '3R', '7L', '2R', '7L', '0L', '10R', '2L', '8L', '3R', '8L', '4R', '6L', '1R', '7L', '0R']"
203,-1,"['3R', '7L', '1L', '9R', '2L', '9L', '3L', '9R', '2R', '6L', '4L', '9L', '4R', '8R', '2R', '10R', '3R', '10R', '4L', '6L', '2R', '9R', '3L', '10R', '2R', '8R']"
204,-1,"['1R', '8R', '0R', '9R', '4R', '9L', '4L']"
205,-1,"['3R', '6L', '1R', '6L', '2R', '8L', '4L', '7R', '0L', '8L', '2L', '9L', '3R', '8R', '2L', '10L', '2L', '6R', '4L', '7L', '3L', '6R', '4R', '9R', '1R', '8L', '2R', '6R', '3R', '9L', '4R', '6L', '3R', '10R', '4R', '6R', '0R', '8L', '2L', '6L', '3R', '8R', '4R', '7R', '4L', '8L']"
206,-1,"['2L', '9L', '4R', '10L', '3L', '6R', '4L', '6R', '3L', '7R', '2L', '8R', '2R', '7L', '0L', '6L', '0L', '9L', '2R', '8L', '1L', '7L', '3R', '7L', '4R', '9L', '2R', '9L', '1L', '6L', '0L', '10L', '3R', '9R', '0L', '9R', '2L', '10R', '4R', '6L', '3L', '10L', '3R', '9R', '1R', '10L', '2L', '9R', '1R', '10L', '2L', '6R', '4R', '6R', '3R', '9L', '4R', '6L', '0R', '8L', '1L', '6L', '0L', '7L', '1R', '6R', '4L', '8L', '3R', '7R', '0R', '9R', '1R', '10R', '2L', '6R', '1R', '9L', '2R']"
207,1,"['4L', '6L', '2L', '9L', '2L', '9R', '0R', '7L', '1R', '10R', '4R', '7R', '1R', '8L', '2L', '10R', '3L', '9L', '2R', '6L', '0R', '8R', '1L', '9R', '2L', '10L', '1R', '6R', '2R']"
208,1,"['0R', '8R', '1R', '7L', '4L', '8L', '2L', '7L', '0R', '6L', '2L', '7L', '1L', '10L', '0R', '9R', '2L', '6R', '1L', '7R', '3L', '8R', '1R', '10R', '2R', '9R', '4L', '10L', '3R', '9R', '4R', '10L', '0L', '7R', '1R', '8L', '2L', '6L', '1R', '7L', '0L', '8R', '2L', '9R', '3L', '10L', '0R', '9R', '2L', '9L', '0R', '8L', '1L', '7R', '0L', '8L', '3L', '7R', '2L', '8L', '4R', '10L', '1L', '7R', '0L', '9L', '1R', '7L', '4R', '6R', '2L', '8L']"
209,-1,"['1L', '10L', '4R', '8L', '3L', '10L', '4R', '9L', '1R', '7R', '1R', '9L', '2R', '7R', '0R', '9R', '2L', '9L', '1L', '6L', '0R', '8L', '1R', '7R', '2L', '8R']"
210,-1,"['3L', '8R', '1L', '8R', '1R', '10R', '4L', '6L', '3L', '7R', '1R', '10R', '0L', '8R', '3L', '10R', '2L']"
211,1,"['0R', '7L', '4L', '7R', '0L', '9L', '3L', '10R', '0R', '9R', '1L', '8L', '4R', '7L', '0R', '6L', '0L', '9L', '2L', '8L']"
212,1,"['3L', '7L', '4R', '6R', '1R', '10L', '3L', '8R', '2L', '10R', '4R', '10R', '3L', '6L', '1R', '10R', '2L', '9L', '1R', '6R']"
213,1,"['4L', '8L', '4R', '6L', '0L', '9R', '4R', '10R', '3L', '6R', '1R', '9R', '1R', '8L', '2R', '6R', '3L', '7R', '2L', '8L', '1R', '7L', '0R', '9L', '1L', '8R']"
214,-1,"['1L', '6R', '0R', '8R', '3L', '6R', '0R', '6L', '3R', '8L', '3L', '7L', '2R', '10R', '1L', '6R', '0R', '10R', '2R', '7R', '3R', '8R', '4L', '9L', '3L', '10L', '2R', '7L', '3L', '6R']"
215,-1,"['0L', '7R', '1L', '8L', '4R', '7R', '2R', '8R', '3R', '9L', '2R', '10R', '3L', '6R', '2R']"
216,1,"['3L', '6L', '2R', '8R', '3L', '9L', '1R', '9L', '0L', '10L', '3L']"
217,1,"['3R', '6L', '2R', '8L', '0L', '10R', '4L', '10L', '3L', '9R', '0R', '10L', '2L', '8L', '1L', '9R', '2L']"
218,1,"['4R', '9R', '2R', '9L', '1R', '10R', '1L', '7L', '0L', '10L', '2R', '9R', '0L', '6L', '2R', '8L', '3R', '7L', '2L', '8R', '2R', '6L', '1R', '8R', '1R', '9R', '3R', '10L', '4L', '9L', '3L', '8R', '2L', '9R', '1L', '7R', '2R', '10R']"
219,-1,"['1R', '8L', '3L', '6L', '2R', '10R', '4R', '9R', '2R', '7L', '3L', '6R', '2L', '7R', '1L', '6R', '0R']"
220,1,"['3L', '10R', '2L', '8L', '0L', '10R', '0L', '6L', '3R', '7R', '2L', '8L', '1R', '10R', '4L', '6R']"
221,1,"['2R', '6R', '3R', '6L', '1L', '9L', '2R', '7R', '3L', '9L', '2L', '8L', '1R', '8R', '3L', '9R', '2R', '7R', '1R', '8R', '2R', '6R', '3R', '10L']"
222,-1,"['1R', '8L', '4L', '6L', '1L', '7R', '4L', '6R', '3R', '9R', '3L', '8R', '3R', '6R', '4L', '8R', '0R']"
223,1,"['2R', '7L', '2L', '6R', '1L', '10L', '2L', '7R', '4L', '9R', '3L']"
224,1,"['3L', '7R', '4R', '6L', '2R', '7R', '4R', '10L', '1R', '8L', '1L', '9R', '0R', '10R', '2R', '6L', '2R', '8R', '1L', '7R', '0L', '9L', '0L', '8R', '0L', '9L', '2R', '7L', '3L', '6L', '2R', '8R']"
225,-1,"['1L', '6L', '4L', '9L', '4L', '8R', '2R', '8L', '2L', '7R']"
226,-1,"['2L', '9R', '0R', '6R', '2R', '8L', '2L', '9R', '0L', '8L', '1R', '9L', '3L', '7R', '1L', '8R', '3R', '9R', '4L']"
227,-1,"['4L', '9R', '3L', '9L', '4R', '7R', '0L', '8L', '1R', '6L', '4R', '10R', '1L', '7L', '2R', '10L', '4L', '9R', '0L', '9L', '3R', '6R', '4L', '7R', '3R', '8R', '4L', '9R', '3R', '10R', '4R', '9L', '3R', '10L', '2R', '8L', '0R', '10R', '2R', '8R', '4L', '6R', '1L', '7R', '2R']"
228,-1,"['2L', '9R', '2L', '6L', '3R', '10R', '1R', '9R', '3R', '8R', '0R', '9R', '1R', '6L', '3L', '7R', '2R']"
229,-1,"['1R', '6R', '4L', '8L', '2R', '7L', '4L', '6R', '3R', '6R', '3L']"
230,-1,"['0L', '7R', '0L', '7R', '4R', '8L', '3R', '9R', '2R', '10L', '1L', '8L', '0L', '6R', '2R', '10R', '3L', '7R', '2R', '8R', '3L', '9L', '2L']"
231,1,"['3L', '8R', '1R', '7L', '3L', '9L', '1R', '7L', '3R', '6L', '2R', '8R', '3R', '8R', '2L', '9R', '2R', '9R', '4R', '7R', '2R', '10R', '3L', '8L', '4L', '7R', '3R', '8R', '4R', '9L', '4R', '8L']"
232,-1,"['1R', '6L', '4R', '8L', '3R', '10R', '4R', '8R', '3R', '9R', '0R', '8R', '0L', '6R', '3R', '7L', '4L']"
233,-1,"['1R', '9L', '0L', '6L', '1R', '8R', '2L', '7L', '3L', '7L', '3L']"
